0.514,0.455,M
0.2255,0.35,M
0.677,0.53,F
0.516,0.44,M
0.205,0.33,I
0.3515,0.425,I
0.7775,0.53,F
0.768,0.545,F
0.5095,0.475,M
0.8945,0.55,F
0.6065,0.525,F
0.406,0.43,M
0.5415,0.49,M
0.6845,0.535,F
0.4755,0.47,F
0.6645,0.5,M
0.2905,0.355,I
0.451,0.44,F
0.2555,0.365,M
0.381,0.45,M
0.2455,0.355,M
0.2255,0.38,I
0.9395,0.565,F
0.7635,0.55,F
1.1615,0.615,F
0.9285,0.56,F
0.9955,0.58,F
0.931,0.59,M
0.9365,0.605,M
0.8635,0.575,M
0.9975,0.58,M
1.639,0.68,F
1.338,0.665,M
1.798,0.68,F
1.7095,0.705,F
0.4795,0.465,M
1.217,0.54,F
0.5225,0.45,F
0.883,0.575,F
0.3275,0.355,M
0.425,0.45,F
0.8515,0.55,F
0.07,0.24,I
0.042,0.205,I
0.042,0.21,I
0.203,0.39,I
0.5795,0.47,M
0.4605,0.46,F
0.161,0.325,I
0.8355,0.525,F
0.595,0.52,I
0.303,0.4,M
0.5415,0.485,M
0.4775,0.47,F
0.385,0.405,M
0.6615,0.5,F
0.4425,0.445,M
0.5895,0.47,M
0.086,0.245,I
0.583,0.505,F
0.4115,0.45,M
0.625,0.505,M
0.6965,0.53,F
0.3785,0.425,M
0.58,0.52,M
0.48,0.475,M
0.915,0.565,F
1.285,0.595,F
0.5305,0.475,F
0.151,0.31,I
0.7665,0.555,M
0.353,0.4,F
1.247,0.595,F
1.185,0.57,M
1.098,0.605,F
1.0075,0.6,F
0.944,0.595,M
0.922,0.6,F
0.788,0.555,F
1.1025,0.615,F
0.941,0.575,F
1.615,0.62,M
0.9885,0.52,F
1.3175,0.595,M
1.013,0.58,M
1.295,0.57,F
1.195,0.625,M
0.8645,0.56,M
0.517,0.46,F
0.9775,0.575,F
0.8115,0.565,M
0.755,0.555,M
1.115,0.595,M
1.262,0.625,F
1.494,0.695,M
1.606,0.665,M
0.725,0.535,M
0.523,0.47,M
0.5225,0.47,M
0.5785,0.475,F
0.2315,0.36,I
0.843,0.55,M
0.883,0.53,M
0.724,0.53,M
1.1735,0.605,M
0.727,0.52,F
0.802,0.545,F
0.6675,0.5,F
0.6335,0.51,F
0.3635,0.435,F
0.5415,0.495,M
0.431,0.465,M
0.3325,0.435,I
0.393,0.425,M
0.6935,0.545,F
0.5915,0.53,F
0.6125,0.49,F
0.402,0.44,M
