464.006,7.137,3.0
635.401,10.655,6.0
606.002,13.086,9.0
661.471,18.109,12.0
731.494,26.373,15.0
464.017,3.879,3.0
635.96,12.785,6.0
605.169,13.052,9.0
660.568,18.066,12.0
730.495,26.316,15.0
473.665,0.0,3.0
635.133,13.192,6.0
604.338,13.018,9.0
659.666,18.023,12.0
729.497,26.26,15.0
490.661,0.0,3.0
633.651,15.319,6.0
603.509,12.983,9.0
658.766,17.98,12.0
728.501,26.203,15.0
505.147,0.0,3.0
632.165,16.581,6.0
602.68,12.949,9.0
657.869,17.937,12.0
727.51,26.147,15.0
515.967,0.0,3.0
630.902,16.216,6.0
601.855,12.915,9.0
656.974,17.894,12.0
726.517,26.09,15.0
538.322,0.0,3.0
629.367,16.701,6.0
601.03,12.881,9.0
656.081,17.852,12.0
725.531,26.034,15.0
562.543,0.0,3.0
624.597,18.868,6.0
600.208,12.847,9.0
655.19,17.809,12.0
724.546,25.977,15.0
570.474,0.0,3.0
622.744,19.074,6.0
599.387,12.813,9.0
654.301,17.767,12.0
723.564,25.921,15.0
610.426,0.0,3.0
620.37,19.526,6.0
598.568,12.78,9.0
653.415,17.724,12.0
722.583,25.865,15.0
634.168,0.0,3.0
617.954,20.263,6.0
597.75,12.746,9.0
652.531,17.682,12.0
721.606,25.809,15.0
666.257,4.989,3.0
614.503,20.679,6.0
596.935,12.712,9.0
651.649,17.64,12.0
720.631,25.754,15.0
672.064,11.382,3.0
608.51,21.587,6.0
596.121,12.678,9.0
650.769,17.598,12.0
719.658,25.698,15.0
661.708,25.58,3.0
609.547,21.312,6.0
595.308,12.645,9.0
649.892,17.556,12.0
718.687,25.642,15.0
615.36,33.173,3.0
601.383,22.212,6.0
594.498,12.611,9.0
649.017,17.514,12.0
717.719,25.587,15.0
582.833,33.388,3.0
594.393,22.981,6.0
593.689,12.577,9.0
648.143,17.472,12.0
716.754,25.532,15.0
551.016,32.625,3.0
593.577,22.796,6.0
592.882,12.544,9.0
647.273,17.43,12.0
715.792,25.476,15.0
521.736,29.309,3.0
583.693,23.154,6.0
592.076,12.51,9.0
646.403,17.388,12.0
714.831,25.421,15.0
473.949,19.388,3.0
583.962,22.888,6.0
591.272,12.477,9.0
645.537,17.346,12.0
713.874,25.366,15.0
460.882,14.834,3.0
579.983,23.23,6.0
590.47,12.444,9.0
644.672,17.305,12.0
712.918,25.311,15.0
451.45,4.567,3.0
580.5,23.174,6.0
589.669,12.41,9.0
643.809,17.263,12.0
711.965,25.256,15.0
454.607,0.0,3.0
569.036,23.176,6.0
588.87,12.377,9.0
642.949,17.222,12.0
711.015,25.202,15.0
462.434,0.0,3.0
567.384,23.074,6.0
588.073,12.344,9.0
642.091,17.181,12.0
710.065,25.147,15.0
464.27,0.0,3.0
565.916,23.05,6.0
587.277,12.311,9.0
641.234,17.139,12.0
709.12,25.093,15.0
465.47,0.0,3.0
556.211,22.745,6.0
586.483,12.277,9.0
640.381,17.098,12.0
708.176,25.038,15.0
469.752,0.0,3.0
548.093,22.353,6.0
585.691,12.244,9.0
639.528,17.057,12.0
707.237,24.984,15.0
477.697,17.188,3.0
635.18,11.308,6.0
605.531,13.069,9.0
660.998,18.09,12.0
730.948,26.349,15.0
464.304,2.849,3.0
635.344,15.178,6.0
604.699,13.035,9.0
660.094,18.047,12.0
729.948,26.292,15.0
470.405,0.0,3.0
633.426,16.914,6.0
603.868,13.0,9.0
659.192,18.004,12.0
728.951,26.235,15.0
490.886,0.0,3.0
631.86,16.83,6.0
603.039,12.966,9.0
658.293,17.961,12.0
727.957,26.179,15.0
495.846,0.0,3.0
630.888,17.081,6.0
