291.764,200.967,1200 - 1210
291.624,200.701,1200 - 1210
291.548,198.90099999999998,1200 - 1210
291.616,198.149,1200 - 1210
296.66700000000003,212.903,1200 - 1210
296.969,212.359,1200 - 1210
297.7,211.455,1200 - 1210
297.975,211.28599999999997,1200 - 1210
298.135,211.325,1200 - 1210
298.345,211.544,1200 - 1210
298.27099999999996,211.553,1200 - 1210
298.187,211.543,1200 - 1210
297.893,211.407,1200 - 1210
297.619,211.956,1200 - 1210
297.504,212.02599999999998,1210 - 1220
295.936,211.924,1210 - 1220
295.36,211.713,1220 - 1230
293.997,211.71400000000003,1220 - 1230
292.969,211.858,1220 - 1230
297.308,212.54,1220 - 1230
297.885,212.64,1220 - 1230
298.595,213.231,1220 - 1230
298.26599999999996,213.467,1220 - 1230
297.913,213.612,1220 - 1230
297.597,213.804,1220 - 1230
297.28700000000003,213.44099999999997,1220 - 1230
297.276,210.933,1220 - 1230
298.546,211.41,1210 - 1220
299.72,216.11700000000002,1210 - 1220
299.83099999999996,219.695,1210 - 1220
299.448,216.09799999999998,1210 - 1220
299.056,214.204,1210 - 1220
299.79200000000003,215.72,1210 - 1220
300.819,219.924,1220 - 1230
301.08799999999997,221.051,1220 - 1230
301.158,220.516,1220 - 1230
301.216,218.71200000000002,1220 - 1230
301.211,218.128,1220 - 1230
301.383,217.984,1210 - 1220
301.437,217.774,1210 - 1220
301.378,217.753,1210 - 1220
301.27099999999996,217.35299999999998,1210 - 1220
301.538,216.747,1210 - 1220
301.678,216.62900000000002,1210 - 1220
301.76099999999997,216.263,1210 - 1220
301.69599999999997,216.34599999999998,1200 - 1210
301.861,216.364,1200 - 1210
301.743,216.47099999999998,1200 - 1210
301.691,216.627,1200 - 1210
301.64799999999997,216.388,1200 - 1210
301.39,216.235,1210 - 1220
301.37,216.308,1210 - 1220
301.42900000000003,216.373,1210 - 1220
301.203,216.111,1210 - 1220
300.8,215.368,1210 - 1220
300.599,214.148,1200 - 1210
300.63599999999997,213.74200000000002,1200 - 1210
301.395,216.835,1200 - 1210
302.0,221.357,1210 - 1220
301.716,219.825,1210 - 1220
301.947,220.28099999999998,1210 - 1220
302.235,222.171,1220 - 1230
302.61400000000003,222.873,1220 - 1230
302.627,222.805,1220 - 1230
302.577,222.717,1220 - 1230
302.89799999999997,221.62900000000002,1220 - 1230
302.529,221.37900000000002,1210 - 1220
301.888,220.924,1210 - 1220
301.557,220.655,1200 - 1210
301.356,219.36700000000002,1210 - 1220
301.164,217.502,1200 - 1210
300.801,216.18200000000002,1200 - 1210
300.825,216.02900000000002,1200 - 1210
301.165,215.797,1200 - 1210
301.122,215.577,1200 - 1210
301.3,215.637,1200 - 1210
301.408,215.72400000000002,1200 - 1210
301.372,215.78,1200 - 1210
301.325,215.785,1200 - 1210
301.235,215.833,1200 - 1210
301.225,215.858,1200 - 1210
301.23,215.942,1200 - 1210
301.23,215.757,1200 - 1210
301.101,215.727,1200 - 1210
300.57599999999996,215.597,1200 - 1210
300.118,215.438,1200 - 1210
300.275,216.21400000000003,1200 - 1210
301.291,220.56,1200 - 1210
302.277,226.205,1200 - 1210
303.158,229.37400000000002,1200 - 1210
304.728,227.11700000000002,1200 - 1210
306.14799999999997,224.12,1200 - 1210
305.633,225.69299999999998,1200 - 1210
304.243,225.011,1200 - 1210
301.086,222.16400000000002,1200 - 1210
301.362,219.706,1200 - 1210
301.262,219.55599999999998,1200 - 1210
301.194,219.505,1200 - 1210
301.094,219.532,1200 - 1210
301.107,219.56599999999997,1200 - 1210
302.677,224.502,1200 - 1210
302.878,225.416,1200 - 1210
302.77,224.583,1200 - 1210
302.368,224.34900000000002,1200 - 1210
302.586,228.172,1200 - 1210
302.42400000000004,227.127,1200 - 1210
301.882,224.351,1200 - 1210
301.633,223.333,1200 - 1210
301.9,223.22799999999998,1200 - 1210
301.188,218.03900000000002,1200 - 1210
301.401,217.81400000000002,1200 - 1210
301.309,217.896,1200 - 1210
301.298,217.84799999999998,1200 - 1210
301.27,217.958,1200 - 1210
301.238,217.938,1200 - 1210
301.057,217.80900000000003,1200 - 1210
300.409,217.78900000000002,1200 - 1210
300.38,217.829,1200 - 1210
300.448,217.97400000000002,1200 - 1210
300.328,217.99599999999998,1200 - 1210
301.801,222.53799999999998,1200 - 1210
302.26599999999996,225.338,1200 - 1210
302.128,226.296,1200 - 1210
301.762,226.315,1200 - 1210
301.087,225.687,1200 - 1210
300.931,225.82,1200 - 1210
300.44599999999997,226.058,1200 - 1210
300.121,225.42,1200 - 1210
300.699,224.976,1200 - 1210
301.692,226.562,1200 - 1210
303.131,228.19,1200 - 1210
304.314,228.292,1200 - 1210
304.253,226.94,1200 - 1210
301.568,219.285,1200 - 1210
301.461,217.296,1200 - 1210
301.403,215.65200000000002,1200 - 1210
301.307,215.18200000000002,1200 - 1210
301.095,215.137,1200 - 1210
301.29,214.662,1200 - 1210
301.253,214.581,1200 - 1210
301.26599999999996,214.52,1200 - 1210
301.39599999999996,214.861,1200 - 1210
301.579,215.108,1200 - 1210
301.52099999999996,215.34400000000002,1200 - 1210
301.505,215.36,1200 - 1210
301.462,215.493,1200 - 1210
