0,0,1
3261,0,2
15549,1000,2
29547,1069,1
19131,689,1
20024,1000,2
473944,13750,2
567,1687,2
3719,1000,1
13912,1122,2
3731,3738,2
13668,0,2
2870,2870,2
36894,1500,2
55512,3000,2
30211,1300,3
19104,1650,2
195599,195599,1
0,0,1
0,0,2
930,930,2
316,316,1
46012,0,2
0,0,1
8292,2045,2
30046,1062,2
-189,0,2
19617,1000,2
257,257,1
11400,1600,2
36923,37292,2
23680,1000,2
75589,3200,2
8981,981,1
5293,5293,1
-1884,792,2
177413,6400,1
18660,47671,2
0,0,2
9477,9525,2
179224,28000,2
65970,2800,2
4451,1000,2
69802,4000,1
29197,3000,2
0,0,2
0,0,2
0,0,2
11873,11875,2
20063,912,2
39362,1500,2
33258,1500,3
464,464,1
45319,1790,2
16540,2000,2
2530,2530,1
8321,9000,1
129918,4816,1
1414,1200,2
364089,12000,1
15571,2000,1
830,3000,1
28264,1200,2
0,0,1
0,0,1
7918,0,1
4326,200,1
4250,4250,2
7319,7319,2
5982,1000,2
390,390,2
63526,2400,2
3151,3165,1
0,0,2
25820,25949,2
18543,1500,2
10030,1000,2
291,291,1
6411,1765,2
0,0,2
29889,1000,3
196,196,2
19771,1140,2
94058,3200,1
19482,849,2
120418,4800,2
390,390,1
766,766,2
1190,1190,1
11970,0,2
149531,5000,1
0,0,2
0,0,2
0,0,1
19323,816,2
30835,1104,2
9956,0,1
40788,1698,2
7899,321,1
150,150,1
1430,1430,2
34056,1250,2
469961,18000,1
24094,995,2
55305,3000,2
26529,26529,2
1150,1150,1
5263,5263,2
126568,133841,2
-103,0,1
107289,15794,1
17393,1000,1
149415,0,1
59713,3000,2
19957,724,2
21201,1000,2
326,326,2
18186,1000,2
7959,7959,1
1203,1203,2
51143,2800,2
0,0,1
0,0,1
198889,6833,1
15630,313,2
0,0,2
104993,3669,2
95927,2217,1
7077,1200,1
26547,1100,1
5906,5911,2
1737,1737,2
188108,7253,1
228203,8391,1
-780,0,2
13891,0,1
30229,3500,2
5708,2000,1
0,0,1
18995,870,2
0,0,2
416,3500,2
18065,800,2
15846,15863,2
339,339,2
10138,1100,2
9100,182,2
59875,5000,2
12034,2091,1
869,1000,1
55251,2100,1
31826,2000,2
0,0,2
169311,7000,1
14206,1500,2
48699,3000,1
94031,3560,2
122324,5000,2
154105,11678,1
14083,600,1
28321,1200,2
540,0,2
423,423,1
160220,6811,1
27756,1500,1
77254,3000,2
13453,13453,2
-246,12,1
88290,4000,1
28806,1277,2
24641,3000,2
800,800,2
7725,5000,2
-3272,0,2
0,0,2
71345,0,1
5380,3500,2
22361,0,2
14906,1500,2
11486,1000,1
1256,1256,2
17460,3000,2
70064,52183,1
19395,737,1
1620,1824,2
16448,1000,1
16240,16250,2
189915,0,2
14636,1000,1
20487,760,2
43328,5060,2
22873,900,2
17042,341,2
0,0,2
658,1000,1
40035,1600,2
1500,1500,1
19247,693,2
1151,1151,1
0,0,2
0,0,1
10833,0,2
487,487,2
122135,5000,2
146511,5600,1
19337,3457,1
0,0,1
0,0,1
49568,1800,2
1709,1709,1
85632,85632,2
1222,1222,1
31339,1500,1
8032,2000,2
309959,10838,2
780,0,1
-946,0,1
78245,3500,2
0,0,2
120238,4500,1
330121,12213,2
212508,9557,2
33263,5045,2
29957,1201,2
128839,4877,2
0,0,1
19175,834,1
18858,707,2
0,0,2
1308,1011,2
10104,1000,2
46557,1747,1
150052,12118,2
19421,811,1
19942,19942,2
29497,1077,2
2293,2293,2
214694,8009,1
16383,3000,3
2285,2285,2
15874,2000,2
29399,1200,2
0,0,2
79,60,2
0,0,2
794,794,1
32904,2423,2
25358,1023,2
17484,1000,1
29998,2005,2
0,0,2
106828,3785,2
84426,12600,2
2486,2494,2
28538,1024,1
21361,21361,1
2210,2210,1
0,0,1
162402,6000,1
36739,25365,2
28309,1062,2
12652,12652,1
338,338,2
16872,16872,2
316,316,1
9411,0,2
27500,600,2
35673,1500,2
2614,2614,2
18126,1009,2
0,0,1
0,0,2
11905,1200,2
0,0,2
15085,3000,2
22535,22545,1
316,316,2
19703,703,1
101299,5000,1
0,0,2
43414,43509,1
70204,3000,2
56265,3000,2
98457,4000,1
586,586,1
46549,2000,2
97622,4001,1
51365,1960,2
4311,1000,1
-339603,0,2
0,0,2
2566,600,1
10182,393,2
0,0,2
133990,5141,2
1820,1820,1
131629,4544,1
30771,1100,1
203,203,2
64513,2497,2
0,162000,2
14458,1000,1
12510,1000,2
7414,3500,2
400,0,2
0,0,1
0,0,1
14514,1500,1
11736,13557,2
2077,2386,1
132845,5000,1
14340,1500,2
59983,2286,1
6441,909,2
19346,2000,2
53652,2500,2
485,485,1
24883,863,1
-2,0,2
47969,1854,2
103263,2732,2
8085,1306,2
6173,6173,1
100738,10000,2
37056,3000,2
325,325,1
30225,1300,1
7416,7416,1
109428,4200,1
16893,17000,1
12685,2700,2
31857,11540,2
78388,78388,1
18868,674,2
160361,6370,2
159108,7000,2
0,0,2
29170,1046,1
830,3800,2
0,0,2
978,0,2
24248,0,2
1005,101005,1
106517,4250,2
1654,1500,2
3980,2000,2
41145,2000,2
142174,6000,2
19844,715,2
23101,23101,2
1386,100000,1
0,0,2
19414,695,2
18856,634,1
31127,1500,1
103360,3825,2
169121,5000,2
84462,3500,2
291,291,1
419643,16000,2
74610,2781,2
25775,1275,2
216,216,1
613,613,2
8676,8676,1
24774,2000,1
2132,150,2
0,0,1
10985,632,1
