14.291757,-4.4348226,4
30.31207,-7.8650327,1
14.663564,15.438788,5
17.478214,29.286865,5
-6.493202,-0.27366048,5
3.5576334,-30.489954,5
-5.4866896,-24.413904,4
6.5113235,14.437488,2
-9.193109,28.889664,1
1.1605394,-14.022581,4
7.042597,0.2754825,5
-6.802881,24.422861,1
4.667499,23.11554,3
10.134384,-21.609158,4
4.8594174,4.5334916,2
-18.73715,-3.8760328,3
-16.670437,-26.537119,2
0.14097455,1.504414,3
-4.2705474,-15.20148,4
-7.9286366,19.471067,2
34.448032,-3.8594177,1
0.7402013,2.800165,2
-10.524739,21.770668,1
-11.924257,19.061684,1
-5.7114553,22.447052,1
-14.729371,-19.646555,3
12.842708,21.328953,5
40.23374,5.667618,1
-3.4641178,11.9405985,2
17.085049,-7.8155,2
30.459751,19.303911,1
16.572449,18.273193,2
-11.386235,-7.9571385,4
-6.2372603,-5.4983077,5
-11.895802,-10.168717,5
-31.092869,0.07209753,3
-14.559122,-21.137823,4
-21.041315,-7.964932,3
-12.935602,-11.772107,5
-18.113605,-2.8864143,3
-11.2283535,-7.3061843,5
3.7274072,-19.939747,2
-38.01628,6.52725,1
24.911911,-16.601181,4
11.668185,7.327518,3
-19.445791,-18.497536,2
10.027385,-22.60178,4
-12.530605,-5.3470716,2
-5.8756337,-6.7793255,5
7.627174,-10.01887,3
9.172483,-2.3032897,5
-31.039707,-0.077151574,3
-29.880358,-3.7917874,1
-24.363138,17.312202,3
-9.559937,-18.187824,3
-22.705847,-18.015186,5
3.5263557,-23.483381,3
-10.269807,-21.549871,5
17.745123,-6.5536356,1
1.424212,-3.231968,3
7.3505216,9.995479,3
-7.039205,-29.197592,3
14.158859,21.992002,4
1.9159474,-13.847315,5
19.629087,28.209562,5
35.200348,2.4401324,1
-12.699701,-11.676491,4
-22.379896,18.986317,2
-37.49313,-0.28054598,1
-20.768383,-3.3861535,3
24.354067,17.58511,4
14.925974,31.222296,3
5.65873,-13.968986,4
