22.011,40.092,g
23.8238,6.3609,g
-64.858,76.96,g
-6.4633,10.449000000000002,g
28.5525,4.648,g
43.1887,3.613,g
38.0957,4.792,g
20.456,0.812,g
85.0486,4.854,g
43.8771,7.875,g
57.5848,9.9144,g
-6.5401,11.460999999999999,g
-20.6427,0.3822,g
-22.0762,41.928999999999995,g
-33.8765,8.292,g
22.7035,48.0364,g
-18.9697,0.254,g
33.3653,38.707,g
34.1066,8.686,g
37.2246,3.2510000000000003,g
72.3016,16.622,g
57.8212,2.005,g
84.6189,2.039,g
12.9487,43.0032,g
66.6867,4.4265,g
89.5136,3.312,g
23.3428,77.5379,g
18.6858,26.881,g
-13.8665,26.5328,g
-16.3092,1.521,g
39.0162,22.471,g
68.3446,0.3647,g
11.8249,9.59,g
-23.1846,20.7574,g
43.08,1.5926,g
86.0228,17.575,g
37.7755,4.25,g
34.4104,24.215999999999998,g
26.1095,2.572,g
42.6119,4.471,g
-19.4147,0.64,g
5.0177,62.618,g
20.242,19.3719,g
2.4666,68.604,g
52.4882,4.2131,g
16.0316,4.7998,g
22.8564,5.5119,g
-6.2434,42.2408,g
54.6506,0.9753,g
19.2386,9.862,g
-25.3956,0.2425,g
-35.1309,16.119,g
-31.2444,4.874,g
38.4208,16.25,g
19.1818,12.9506,g
51.797,7.7301,g
-9.836,63.03,g
66.0291,3.8107,g
88.912,0.084,g
-20.3785,6.7835,g
67.0539,9.941,g
-37.5851,8.718,g
92.2613,74.5664,g
8.9641,85.103,g
61.0636,9.782,g
-20.1641,0.9075,g
-12.1656,40.656,g
26.0127,0.67,g
16.287,3.675,g
23.9409,15.9328,g
-10.429,33.4008,g
50.5528,11.5159,g
11.1413,17.6684,g
-18.8315,43.565,g
-10.4986,13.8089,g
54.5868,5.093999999999999,g
18.6537,14.3756,g
48.5227,3.497,g
60.9768,2.6430000000000002,g
13.6391,3.7449,g
43.3331,7.6147,g
98.5182,3.6889999999999996,g
-25.5307,81.8671,g
17.3916,13.17,g
-0.1704,35.4993,g
75.0174,2.428,g
-40.3603,1.886,g
29.1531,8.376,g
37.9125,17.671,g
55.2047,1.3841,g
48.4611,2.9360000000000004,g
63.076,4.029,g
58.1668,0.2442,g
25.4219,6.4974,g
-7.66,43.3661,g
15.7982,24.846999999999998,g
-15.9867,83.8081,g
-17.7455,12.1807,g
-6.5384,69.2291,g
30.5051,0.6344,g
-48.92,2.5099,g
23.7665,39.189,g
-29.0817,4.798,g
34.5939,23.149,g
14.9018,4.1527,g
50.552,1.854,g
-29.3931,13.741,g
-7.6514,25.656999999999996,g
41.463,3.6565,g
-8.9993,65.2451,g
-8.158999999999999,23.820999999999998,g
-17.4113,27.549,g
20.673000000000002,23.123,g
-19.1932,24.109,g
5.2697,34.817,g
14.1032,27.014,g
6.1522,23.5868,g
129.93200000000002,2.582,g
4.6154,41.065,g
1.8356,54.0277,g
11.1073,47.777,g
18.329,2.5957,g
52.5046,0.45,g
70.4115,4.0677,g
-33.4621,20.194000000000003,g
17.0726,25.7775,g
39.648,1.574,g
48.9676,2.9261,g
66.9446,4.155,g
13.1053,40.3711,g
26.362,0.6925,g
76.0508,5.066,g
25.194000000000003,74.308,g
5.8021,18.5125,g
-16.9343,17.1286,g
-11.6112,11.6079,g
17.6318,27.943,g
28.2927,9.628,g
-12.8844,66.649,g
-17.6826,1.5485,g
12.7741,26.586,g
21.1038,41.563,g
-25.7479,1.2543,g
-25.4533,3.1210000000000004,g
10.3719,24.7838,g
46.8981,6.955,g
-15.2145,80.3449,g
10.1469,15.8259,g
20.1871,13.6965,g
33.8544,2.608,g
27.6711,8.709,g
95.3544,3.2128,g
7.4928,58.845,g
27.9502,6.087000000000001,g
16.0028,0.774,g
43.5019,0.7567,g
46.5522,1.919,g
16.5945,9.215,g
53.9825,5.235,g
-14.8614,29.844,g
15.5208,22.3655,g
14.9016,2.7533,g
83.68700000000001,3.0094,g
33.7518,4.1819999999999995,g
14.3568,2.0711,g
2.8864,22.951,g
-20.0659,4.7597,g
