172,,Italy
227,15.0,Portugal
186,14.0,US
199,13.0,US
249,65.0,US
261,15.0,Spain
181,16.0,Italy
122,24.0,France
160,27.0,France
243,19.0,US
179,30.0,France
171,34.0,US
234,,Italy
308,12.0,US
275,28.0,Spain
315,32.0,US
210,23.0,US
233,20.0,US
150,19.0,Italy
251,22.0,US
191,35.0,Italy
259,69.0,US
184,13.0,Italy
177,10.0,Italy
163,17.0,Italy
302,16.0,US
98,,France
175,,Italy
201,,Italy
124,50.0,US
220,20.0,US
242,50.0,US
310,15.0,Chile
157,21.0,Italy
123,11.0,Italy
232,12.0,Italy
154,17.0,Italy
163,22.0,US
83,9.0,France
259,14.0,US
141,9.0,Chile
278,40.0,US
151,13.0,Italy
109,13.0,US
328,16.0,US
187,14.0,France
172,,Italy
305,22.0,Chile
195,14.0,Italy
174,15.0,France
164,,Italy
172,30.0,US
134,14.0,US
195,13.0,Italy
193,13.0,Chile
161,55.0,US
167,100.0,US
181,17.0,Italy
184,25.0,US
163,58.0,France
200,26.0,US
197,24.0,France
149,15.0,France
188,46.0,US
245,12.0,US
187,55.0,France
142,12.0,US
191,40.0,US
221,32.0,Italy
242,75.0,US
149,55.0,US
179,75.0,US
288,25.0,US
165,,Portugal
230,12.0,Chile
284,16.0,Spain
207,11.0,France
168,24.0,US
116,20.0,US
144,55.0,US
212,29.0,Italy
262,19.0,Italy
227,23.0,US
227,18.0,US
248,55.0,US
204,22.0,US
205,20.0,France
218,18.0,France
301,20.0,US
312,30.0,Italy
236,75.0,US
242,18.0,US
241,20.0,US
224,20.0,US
257,18.0,Chile
203,16.0,Italy
246,14.0,Italy
292,30.0,Italy
188,18.0,Italy
304,26.0,US
261,30.0,Italy
217,23.0,France
189,85.0,US
216,15.0,Italy
231,19.0,Italy
194,18.0,US
265,18.0,US
288,25.0,US
304,44.0,US
226,80.0,Italy
385,80.0,France
333,70.0,Italy
343,36.0,US
338,39.0,US
334,45.0,US
352,48.0,France
331,13.0,France
311,17.0,France
353,70.0,Italy
327,20.0,France
308,68.0,Italy
242,78.0,US
301,60.0,Italy
345,50.0,France
281,10.0,France
360,112.0,France
245,26.0,Italy
274,45.0,Italy
305,17.0,US
394,84.0,France
238,85.0,US
267,64.0,US
318,68.0,US
331,68.0,US
288,35.0,US
200,25.0,US
335,30.0,Portugal
351,55.0,US
355,46.0,US
306,50.0,Spain
349,36.0,US
293,26.0,Portugal
270,38.0,Italy
247,,Italy
311,35.0,France
267,35.0,US
410,28.0,US
333,,France
350,29.0,Chile
293,32.0,Chile
256,25.0,France
325,28.0,US
276,95.0,US
327,44.0,US
307,20.0,Chile
208,38.0,US
217,25.0,Italy
410,50.0,Chile
283,22.0,Italy
258,25.0,US
290,27.0,France
184,23.0,US
219,36.0,US
215,,Italy
228,35.0,US
399,15.0,Chile
207,40.0,US
272,48.0,Italy
359,11.0,Chile
297,11.0,Chile
226,26.0,Italy
244,20.0,Italy
230,35.0,France
193,,Italy
252,35.0,Italy
221,18.0,Italy
180,60.0,US
268,28.0,US
298,,Italy
247,62.0,Italy
230,28.0,Portugal
313,30.0,US
266,25.0,US
175,25.0,US
221,32.0,US
271,16.0,France
216,32.0,France
270,40.0,Spain
314,48.0,US
314,36.0,US
301,57.0,Italy
