1.79,129.0,SE
2.68,148.0,SE
3.57,159.0,SE
5.36,181.0,SE
6.25,138.0,SE
7.14,109.0,SE
8.93,105.0,SE
10.72,124.0,SE
12.51,120.0,SE
14.3,132.0,SE
17.43,140.0,SE
20.56,152.0,SE
23.69,148.0,SE
27.71,164.0,SE
31.73,158.0,SE
35.75,154.0,SE
37.54,159.0,SE
39.33,164.0,SE
42.46,170.0,SE
44.25,149.0,SE
46.04,154.0,SE
49.17,164.0,SE
52.3,156.0,SE
55.43,126.0,SE
58.56,90.0,SE
61.69,63.0,SE
65.71,65.0,SE
68.84,55.0,SE
72.86,65.0,SE
76.88,83.0,SE
80.9,91.0,SE
84.92,86.0,SE
89.84,82.0,SE
93.86,86.0,SE
97.88,78.0,SE
102.8,98.0,SE
105.93,107.0,SE
111.74,90.0,SE
116.66,96.0,SE
121.58,95.0,SE
124.71,86.0,SE
127.84,70.0,SE
0.89,61.0,cv
1.78,53.0,cv
4.02,71.0,NW
7.15,72.0,NW
11.17,76.0,NW
14.3,73.0,NW
16.09,79.0,NW
21.9,58.0,NW
29.95,25.0,NW
39.78,26.0,NW
48.72,28.0,NW
55.87,26.0,NW
64.81,20.0,NW
73.75,29.0,NW
80.9,26.0,NW
90.73,27.0,NW
100.56,27.0,NW
108.61,25.0,NW
117.55,29.0,NW
127.38,32.0,NW
136.32,28.0,NW
145.26,29.0,NW
152.41,30.0,NW
159.56,30.0,NW
165.37,28.0,NW
171.18,26.0,NW
180.12,31.0,NW
187.27,33.0,NW
195.32,29.0,NW
198.45,31.0,NW
201.58,30.0,NW
205.6,34.0,NW
208.73,27.0,NW
213.65,25.0,NW
218.57,28.0,NW
4.92,28.0,NE
8.05,27.0,NE
13.86,27.0,NE
18.78,27.0,NE
24.59,29.0,NE
29.51,36.0,NE
34.43,30.0,NE
39.35,27.0,NE
41.14,39.0,NE
0.89,41.0,cv
1.79,33.0,NW
3.58,50.0,NW
5.37,56.0,NW
7.16,59.0,NW
10.29,60.0,NW
13.42,84.0,NW
16.55,106.0,NW
20.57,66.0,NW
23.7,50.0,NW
26.83,56.0,NW
4.02,77.0,NE
8.04,50.0,NE
13.85,44.0,NE
17.87,27.0,NE
23.68,28.0,NE
28.6,21.0,NE
33.52,25.0,NE
39.33,20.0,NE
44.25,29.0,NE
50.06,34.0,NE
54.98,42.0,NE
59.0,28.0,NE
4.02,36.0,NW
5.81,48.0,NW
0.89,49.0,cv
1.79,52.0,NW
3.58,56.0,NW
5.37,96.0,NW
0.89,75.0,cv
1.79,105.0,NW
3.58,132.0,NW
5.37,93.0,NW
7.16,131.0,NW
8.95,127.0,NW
0.45,130.0,cv
1.34,43.0,cv
4.02,37.0,NW
7.15,30.0,NW
10.28,28.0,NW
14.3,24.0,NW
4.92,23.0,NE
4.02,24.0,NW
8.94,27.0,NW
12.96,40.0,NW
16.09,42.0,NW
19.22,42.0,NW
21.01,55.0,NW
22.8,52.0,NW
24.59,51.0,NW
26.38,57.0,NW
28.17,50.0,NW
0.89,54.0,NE
1.79,67.0,NW
1.79,106.0,NE
0.45,159.0,cv
1.34,198.0,cv
2.23,190.0,cv
1.79,210.0,NW
3.58,195.0,NW
0.89,275.0,NE
0.89,164.0,SE
0.45,110.0,cv
1.34,100.0,cv
1.79,81.0,NW
0.89,71.0,NE
0.89,66.0,SE
1.78,92.0,SE
0.89,135.0,NE
0.89,155.0,cv
3.13,198.0,SE
4.92,250.0,SE
0.89,200.0,cv
1.78,231.0,cv
2.67,250.0,cv
0.89,212.0,SE
0.45,219.0,cv
1.34,227.0,cv
1.79,226.0,cv
1.79,225.0,NW
4.92,168.0,NW
6.71,169.0,NW
0.89,165.0,cv
3.13,159.0,NW
4.92,167.0,NW
8.05,196.0,NW
9.84,169.0,NW
13.86,155.0,NW
17.88,119.0,NW
21.9,106.0,NW
25.92,93.0,NW
5.81,84.0,NE
11.62,73.0,NE
17.43,66.0,NE
23.24,40.0,NE
28.16,49.0,NE
33.08,50.0,NE
37.1,49.0,NE
38.89,41.0,NE
1.79,37.0,NW
3.13,45.0,NE
3.13,44.0,NW
4.92,54.0,NW
3.13,50.0,NE
0.45,47.0,cv
0.9,66.0,cv
0.89,75.0,NW
1.78,82.0,NW
4.91,66.0,NW
8.04,83.0,NW
9.83,62.0,NW
12.96,40.0,NW
16.09,23.0,NW
19.22,25.0,NW
22.35,27.0,NW
24.14,35.0,NW
4.02,50.0,NE
3.13,70.0,NW
6.26,75.0,NW
9.39,58.0,NW
12.52,70.0,NW
14.31,68.0,NW
16.1,71.0,NW
19.23,88.0,NW
23.25,84.0,NW
27.27,83.0,NW
30.4,66.0,NW
35.32,27.0,NW
44.26,24.0,NW
52.31,22.0,NW
60.36,23.0,NW
0.89,27.0,cv
4.02,23.0,NW
8.94,17.0,NW
4.02,17.0,NE
3.13,16.0,NW
4.92,16.0,NE
5.81,20.0,NW
13.86,20.0,NW
21.91,18.0,NW
29.06,25.0,NW
33.08,26.0,NW
42.02,27.0,NW
50.96,28.0,NW
59.01,15.0,NW
66.16,24.0,NW
71.97,13.0,NW
76.89,13.0,NW
81.81,13.0,NW
85.83,17.0,NW
89.85,20.0,NW
91.64,27.0,NW
93.43,20.0,NW
0.89,15.0,cv
1.78,21.0,cv
1.79,21.0,NE
0.89,37.0,NW
1.79,26.0,NE
3.58,15.0,NE
3.13,9.0,NW
7.15,11.0,NW
12.96,11.0,NW
16.98,16.0,NW
21.0,13.0,NW
26.81,15.0,NW
35.75,21.0,NW
47.82,24.0,NW
63.02,22.0,NW
75.98,22.0,NW
88.05,22.0,NW
101.01,19.0,NW
109.06,23.0,NW
118.0,25.0,NW
126.05,25.0,NW
134.1,31.0,NW
142.15,25.0,NW
150.2,22.0,NW
160.03,22.0,NW
169.86,15.0,NW
178.8,16.0,NW
189.98,11.0,NW
198.03,11.0,NW
205.18,12.0,NW
215.01,11.0,NW
226.19,12.0,NW
235.13,27.0,NW
243.18,28.0,NW
252.12,34.0,NW
257.93,33.0,NW
263.74,36.0,NW
270.89,26.0,NW
278.94,49.0,NW
286.99,52.0,NW
294.14,47.0,NW
299.06,47.0,NW
1.79,39.0,SE
0.45,59.0,cv
1.34,76.0,cv
1.79,96.0,SE
0.89,95.0,cv
1.78,68.0,cv
0.89,65.0,NE
1.78,75.0,NE
2.67,257.0,NE
0.89,174.0,NW
1.78,164.0,NW
3.57,161.0,NW
6.7,137.0,NW
10.72,92.0,NW
13.85,64.0,NW
15.64,87.0,NW
18.77,87.0,NW
22.79,84.0,NW
24.58,95.0,NW
26.37,79.0,NW
28.16,75.0,NW
29.95,79.0,NW
33.08,86.0,NW
0.89,72.0,cv
1.79,89.0,SE
5.81,94.0,NW
11.62,69.0,NW
20.56,49.0,NW
24.58,33.0,NW
3.13,27.0,NE
8.05,20.0,NE
13.86,36.0,NE
5.81,37.0,NW
11.62,30.0,NW
14.75,18.0,NW
19.67,21.0,NW
7.15,13.0,NE
12.96,23.0,NE
18.77,26.0,NE
22.79,27.0,NE
28.6,30.0,NE
35.75,28.0,NE
41.56,26.0,NE
45.58,26.0,NE
1.79,31.0,NW
0.89,35.0,cv
1.78,36.0,cv
2.23,37.0,cv
0.89,64.0,SE
0.89,83.0,cv
1.78,91.0,cv
1.79,90.0,SE
3.58,102.0,SE
0.89,94.0,cv
1.78,87.0,cv
2.67,141.0,cv
0.89,211.0,NE
0.89,242.0,cv
0.89,271.0,NE
1.78,249.0,NE
1.79,200.0,NW
2.68,147.0,NW
4.47,114.0,NW
6.26,102.0,NW
8.05,108.0,NW
9.84,135.0,NW
0.89,120.0,cv
1.79,148.0,NW
0.89,127.0,cv
1.78,128.0,cv
2.67,140.0,cv
3.56,148.0,cv
0.89,150.0,NE
0.89,154.0,cv
1.78,197.0,cv
2.23,235.0,cv
3.12,261.0,cv
0.89,269.0,NW
2.68,266.0,NW
5.81,263.0,NW
0.45,241.0,cv
1.34,205.0,cv
1.79,160.0,NW
3.58,150.0,NW
6.71,148.0,NW
9.84,208.0,NW
11.63,209.0,NW
14.76,183.0,NW
17.89,161.0,NW
0.45,182.0,cv
1.34,230.0,cv
2.23,170.0,cv
3.12,172.0,cv
4.01,154.0,cv
4.46,166.0,cv
0.89,177.0,SE
1.78,191.0,SE
2.67,212.0,SE
0.89,250.0,NE
0.45,268.0,cv
0.9,317.0,cv
1.35,291.0,cv
0.89,313.0,NE
0.89,282.0,cv
3.13,282.0,NW
4.92,303.0,NW
6.71,349.0,NW
7.6,407.0,NW
1.79,361.0,NE
0.89,234.0,NW
4.02,149.0,NW
5.81,147.0,NW
9.83,184.0,NW
11.62,161.0,NW
13.41,137.0,NW
15.2,146.0,NW
16.99,144.0,NW
1.79,154.0,NE
0.89,173.0,cv
0.89,188.0,SE
2.68,203.0,SE
0.89,233.0,cv
0.89,408.0,SE
0.89,435.0,cv
1.79,403.0,NW
3.58,360.0,NW
0.89,402.0,cv
1.79,358.0,NW
4.92,383.0,NW
6.71,332.0,NW
8.5,274.0,NW
10.29,256.0,NW
11.18,302.0,NW
12.07,330.0,NW
13.86,367.0,NW
0.89,297.0,cv
1.79,331.0,NW
0.89,323.0,cv
1.79,339.0,NW
0.89,301.0,cv
1.34,310.0,cv
0.89,305.0,NE
0.45,313.0,cv
1.34,336.0,cv
0.89,357.0,NE
0.89,485.0,cv
1.79,426.0,NW
4.92,403.0,NW
6.71,374.0,NW
8.5,333.0,NW
11.63,343.0,NW
14.76,364.0,NW
16.55,389.0,NW
19.68,368.0,NW
25.49,267.0,NW
28.62,71.0,NW
31.75,81.0,NW
36.67,51.0,NW
41.59,49.0,NW
48.74,44.0,NW
55.89,45.0,NW
63.04,35.0,NW
71.09,29.0,NW
78.24,27.0,NW
8.05,29.0,NE
7.15,16.0,NW
5.81,23.0,NE
5.81,28.0,NW
12.96,22.0,NW
21.01,11.0,NW
28.16,25.0,NW
37.99,16.0,NW
46.93,20.0,NW
55.87,20.0,NW
65.7,18.0,NW
75.53,18.0,NW
85.36,17.0,NW
95.19,17.0,NW
103.24,17.0,NW
111.29,15.0,NW
118.44,19.0,NW
128.27,16.0,NW
138.1,18.0,NW
147.04,18.0,NW
155.98,18.0,NW
160.9,26.0,NW
3.13,26.0,NE
4.02,25.0,NW
3.13,24.0,NE
1.79,15.0,SE
1.79,17.0,NE
4.92,15.0,NW
10.73,21.0,NW
15.65,40.0,NW
21.46,51.0,NW
25.48,45.0,NW
0.89,61.0,NE
1.79,72.0,NW
3.58,38.0,NW
7.6,35.0,NW
17.43,29.0,NW
27.26,26.0,NW
35.31,18.0,NW
42.46,15.0,NW
48.27,15.0,NW
54.08,22.0,NW
59.0,21.0,NW
63.92,19.0,NW
67.94,22.0,NW
75.09,25.0,NW
84.03,22.0,NW
95.21,26.0,NW
105.04,32.0,NW
114.87,30.0,NW
124.7,32.0,NW
133.64,30.0,NW
139.45,32.0,NW
144.37,37.0,NW
149.29,49.0,NW
153.31,47.0,NW
159.12,39.0,NW
164.04,35.0,NW
168.06,48.0,NW
172.08,49.0,NW
0.89,24.0,cv
4.92,23.0,NW
8.05,20.0,NW
12.97,19.0,NW
16.1,16.0,NW
20.12,22.0,NW
24.14,24.0,NW
25.93,24.0,NW
30.85,41.0,NW
38.9,23.0,NW
46.95,19.0,NW
55.0,15.0,NW
63.05,19.0,NW
71.1,17.0,NW
79.15,17.0,NW
86.3,22.0,NW
1.79,88.0,SE
3.58,85.0,SE
0.89,90.0,cv
1.79,127.0,SE
4.92,144.0,SE
5.81,203.0,SE
6.7,199.0,SE
0.89,231.0,cv
0.89,274.0,NE
1.79,340.0,NW
0.89,298.0,cv
1.79,268.0,NW
3.58,299.0,NW
5.37,300.0,NW
7.16,240.0,NW
10.29,213.0,NW
12.08,171.0,NW
15.21,153.0,NW
17.0,153.0,NW
18.79,140.0,NW
3.13,147.0,NE
6.26,158.0,NE
9.39,153.0,NE
1.79,154.0,NW
4.92,143.0,NW
8.05,90.0,NW
16.1,55.0,NW
24.15,52.0,NW
32.2,41.0,NW
39.35,29.0,NW
47.4,37.0,NW
52.32,49.0,NW
56.34,56.0,NW
62.15,38.0,NW
67.96,37.0,NW
71.98,28.0,NW
